V01301,V13305,V10004_700,V11291_700,V12001_700,V13003_700,date
1,0.0,1012.4,0.6,18.0,91.3,2016/4/8
1,0.1,1008.8,0.8,19.4,90.0,2016/4/9
1,0.0,1007.8,1.1,20.8,81.8,2016/4/10
1,0.0,1009.0,1.9,22.1,53.3,2016/4/11
1,0.0,1005.1,1.6,21.3,69.0,2016/4/12
1,0.0,1003.8,0.8,21.4,81.8,2016/4/13
1,0.7,1006.4,2.3,22.8,72.0,2016/4/14
1,0.1,999999.0,999999.0,999999.0,999999.0,2016/4/15
1,9.0,1005.0,3.8,17.2,88.5,2016/4/16
1,2.0,1013.1,1.7,13.9,93.3,2016/4/17
1,0.1,1015.3,1.7,15.0,86.8,2016/4/18
1,0.0,1010.9,2.1,19.7,71.3,2016/4/19
1,19.6,1007.3,2.3,18.6,99.3,2016/4/20
1,1.0,1009.3,1.3,19.4,86.5,2016/4/21
1,0.0,1005.9,1.5,20.6,84.5,2016/4/22
1,11.4,1005.6,1.8,19.0,81.5,2016/4/23
1,0.0,1010.0,1.5,17.2,82.8,2016/4/24
1,0.0,1009.1,0.7,18.7,89.3,2016/4/25
1,2.6,1008.2,1.4,19.4,91.3,2016/4/26
1,0.2,1009.6,1.5,18.9,84.3,2016/4/27
1,0.0,1012.6,0.9,18.7,73.0,2016/4/28
1,0.0,1012.1,1.8,20.6,71.8,2016/4/29
1,0.0,1006.8,1.4,22.5,71.0,2016/4/30
1,0.0,1003.4,3.1,24.7,67.5,2016/5/1
1,7.5,1002.4,1.5,22.2,91.3,2016/5/2
1,0.0,1009.7,1.2,18.9,75.8,2016/5/3
1,0.5,1005.0,1.6,22.4,76.8,2016/5/4
1,0.7,1001.8,2.3,24.4,86.3,2016/5/5
1,0.0,1004.1,1.9,26.4,82.8,2016/5/6
1,3.6,1008.1,3.5,20.2,75.0,2016/5/7
1,3.5,1011.0,1.5,15.7,91.3,2016/5/8
1,2.7,1008.9,1.1,16.2,92.3,2016/5/9
1,0.2,1009.3,0.5,18.8,87.5,2016/5/10
1,0.0,1005.8,1.9,21.8,79.3,2016/5/11
1,0.0,1005.1,3.4,25.6,60.3,2016/5/12
1,0.0,1013.6,4.0,22.5,54.8,2016/5/13
1,4.0,1010.5,2.5,21.0,80.8,2016/5/14
1,4.4,1015.4,1.9,16.5,86.5,2016/5/15
1,0.0,1014.0,1.0,19.0,77.0,2016/5/16
1,0.0,1010.5,1.6,20.2,66.0,2016/5/17
1,0.0,1008.9,1.4,21.3,69.5,2016/5/18
1,6.5,1007.0,1.7,22.2,83.0,2016/5/19
1,13.9,1006.2,2.7,19.6,98.0,2016/5/20
1,0.0,1010.1,2.7,19.6,85.3,2016/5/21
1,0.0,1011.9,2.0,19.3,83.8,2016/5/22
1,0.7,1009.8,0.7,20.0,85.0,2016/5/23
1,0.0,1007.3,1.0,20.5,84.5,2016/5/24
1,0.4,1004.6,1.6,22.8,83.0,2016/5/25
1,14.8,1007.9,3.1,19.3,93.3,2016/5/26
1,6.5,1007.8,1.3,17.7,96.8,2016/5/27
1,0.0,1006.3,1.8,19.2,84.0,2016/5/28
1,0.2,1005.7,1.4,21.5,83.5,2016/5/29
1,0.0,1004.6,0.9,23.2,81.5,2016/5/30
1,0.0,1000.1,2.1,28.0,81.3,2016/5/31
1,46.4999,1002.1,2.4,23.6,91.0,2016/6/1
1,9.5,1003.9,2.1,19.6,96.5,2016/6/2
1,1.2,1004.3,1.2,19.0,90.8,2016/6/3
1,0.0,1005.8,1.6,21.9,83.0,2016/6/4
1,0.0,1004.6,1.5,24.5,81.8,2016/6/5
1,1.1,1005.88,3.25,26.33,72.75,2016/6/6
1,0.0,1006.7,1.53,23.68,83.75,2016/6/7
1,0.0,1005.4,0.73,25.7,77.0,2016/6/8
1,0.0,1005.55,0.78,25.43,76.5,2016/6/9
1,0.0,1003.78,0.83,25.85,79.75,2016/6/10
1,4.8,1003.2,1.5,26.0,87.8,2016/6/11
1,14.3,1002.1,1.2,25.1,86.5,2016/6/12
1,0.0,1000.4,0.8,26.3,83.8,2016/6/13
1,0.0,997.0,1.9,28.5,80.0,2016/6/14
1,3.0,1000.4,1.4,24.5,79.5,2016/6/15
1,0.0,1003.7,1.5,26.0,65.3,2016/6/16
1,0.0,1001.8,2.0,26.2,66.5,2016/6/17
1,0.0,1001.8,2.7,28.0,73.5,2016/6/18
1,179.9999,1002.9,2.8,24.5,93.5,2016/6/19
1,24.4,1001.0,1.6,24.4,97.0,2016/6/20
1,0.6,1000.1,1.7,28.8,82.5,2016/6/21
1,0.0,1000.7,2.7,30.2,78.8,2016/6/22
1,0.0,998.8,3.7,32.4,64.5,2016/6/23
1,0.4,1003.6,3.1,23.2,88.0,2016/6/24
1,35.4,1008.6,1.9,19.3,97.8,2016/6/25
1,4.6,1008.0,0.3,21.3,97.5,2016/6/26
1,26.0,1005.2,0.6,20.8,97.5,2016/6/27
1,2.6,1004.9,0.3,21.0,96.0,2016/6/28
1,0.0,1004.8,1.2,25.4,88.3,2016/6/29
1,5.9,1002.8,2.1,28.0,85.5,2016/6/30
1,162.8,998.4,2.4,25.0,97.0,2016/7/1
1,153.0999,1001.3,1.0,23.9,99.8,2016/7/2
1,1.1,1001.4,1.4,25.3,94.3,2016/7/3
1,8.4,1000.3,2.4,24.9,88.3,2016/7/4
1,9.5,1005.4,1.4,23.4,95.8,2016/7/5
1,241.5,1007.2,1.9,24.4,99.5,2016/7/6
1,0.2,1005.7,0.5,27.3,88.5,2016/7/7
1,0.0,1001.7,0.7,29.4,81.8,2016/7/8
1,0.0,998.8,1.5,30.8,73.5,2016/7/9
1,0.0,997.15,2.08,30.08,78.25,2016/7/10
1,0.0,997.3,1.4,29.1,82.3,2016/7/11
1,0.0,996.9,0.8,30.8,77.5,2016/7/12
1,0.6,998.6,1.2,30.0,81.3,2016/7/13
1,2.1,999.7,1.4,29.2,80.3,2016/7/14
1,13.6,999.0,1.7,25.1,94.5,2016/7/15
1,0.1,1001.43,0.63,26.38,86.0,2016/7/16
1,6.9,1001.65,2.08,29.4,81.25,2016/7/17
1,0.0,1000.78,2.03,28.38,83.0,2016/7/18
1,58.2,997.58,2.05,27.05,93.25,2016/7/19
1,17.6,996.88,2.35,26.83,89.0,2016/7/20
1,0.0,1000.3,3.4,30.4,73.8,2016/7/21
1,0.0,1001.5,3.7,31.5,66.5,2016/7/22
1,0.0,1001.3,3.1,32.2,63.8,2016/7/23
1,0.0,1002.4,2.1,32.3,66.5,2016/7/24
1,0.0,1003.1,2.5,32.3,70.8,2016/7/25
1,0.0,1001.8,2.1,32.7,70.0,2016/7/26
1,0.0,1001.8,2.8,32.7,69.8,2016/7/27
1,0.0,1001.9,1.7,32.1,66.5,2016/7/28
1,0.0,1002.1,2.8,32.8,67.0,2016/7/29
1,0.0,1003.2,1.7,32.6,66.3,2016/7/30
1,0.4,1002.7,1.5,33.0,67.0,2016/7/31
1,0.0,1001.7,1.8,32.1,70.0,2016/8/1
1,13.9,1001.5,2.9,31.4,70.8,2016/8/2
1,2.6,1003.8,2.3,27.5,85.3,2016/8/3
1,43.6,1005.7,0.6,25.9,94.3,2016/8/4
1,0.5,1005.4,0.5,27.6,90.0,2016/8/5
1,68.1999,1002.6,0.4,26.9,92.8,2016/8/6
1,0.1,1000.5,1.2,27.6,88.3,2016/8/7
1,16.5,1001.1,2.3,27.6,88.0,2016/8/8
1,0.3,1001.1,2.0,29.0,84.0,2016/8/9
1,0.0,1001.2,2.7,30.1,77.0,2016/8/10
1,0.0,1002.03,1.18,31.53,78.75,2016/8/11
1,0.0,1000.45,1.45,31.68,77.75,2016/8/12
1,0.0,999.38,1.05,32.73,75.0,2016/8/13
1,0.0,999.0,1.18,32.68,75.0,2016/8/14
1,0.0,998.48,1.75,32.85,69.75,2016/8/15
1,0.0,998.4,2.83,32.45,70.0,2016/8/16
1,0.0,997.23,2.55,32.23,74.0,2016/8/17
1,0.0,997.0,1.13,32.35,72.25,2016/8/18
1,0.0,999.03,1.23,32.4,72.75,2016/8/19
1,6.1,1001.43,2.7,32.03,76.0,2016/8/20
1,0.0,1002.75,3.18,29.5,71.5,2016/8/21
1,0.0,1003.98,1.73,29.8,75.0,2016/8/22
1,0.0,1003.0,1.23,30.3,77.75,2016/8/23
1,6.7,1000.9,0.38,30.65,83.25,2016/8/24
1,4.4,1001.0,1.48,30.43,82.5,2016/8/25
1,0.9,1007.73,3.9,23.05,86.25,2016/8/26
1,0.0,1010.45,2.23,24.05,65.25,2016/8/27
1,0.0,1009.73,1.5,23.35,72.0,2016/8/28
1,0.0,1007.73,0.8,24.38,66.5,2016/8/29
1,0.0,1006.1,1.0,24.98,65.5,2016/8/30
1,0.0,1002.03,1.65,25.7,64.25,2016/8/31
1,0.0,999.25,2.5,26.6,68.5,2016/9/1
1,0.0,1000.75,1.05,26.98,75.5,2016/9/2
1,0.0,1002.35,1.03,27.45,71.25,2016/9/3
1,0.0,1005.58,0.83,27.1,65.75,2016/9/4
1,0.0,1006.55,0.8,25.95,66.0,2016/9/5
1,0.3,1006.95,1.35,25.45,78.25,2016/9/6
1,0.0,1005.53,1.23,26.33,71.0,2016/9/7
1,0.0,1005.9,1.13,27.55,69.5,2016/9/8
1,1.6,1006.95,1.08,25.73,78.75,2016/9/9
1,0.0,1007.28,1.18,26.2,72.25,2016/9/10
1,0.0,1007.63,1.13,26.85,72.75,2016/9/11
1,0.0,1010.65,1.28,27.45,68.25,2016/9/12
1,0.0,1011.78,1.8,27.1,68.75,2016/9/13
1,0.0,1010.15,1.83,27.5,58.75,2016/9/14
1,0.0,1007.38,2.63,26.55,64.75,2016/9/15
1,0.0,1006.35,3.03,25.9,72.25,2016/9/16
1,0.0,1008.98,2.38,26.05,65.5,2016/9/17
1,0.0,1009.85,1.85,25.88,59.75,2016/9/18
1,0.0,1012.38,3.75,24.33,60.0,2016/9/19
1,0.0,1015.75,1.95,23.0,56.75,2016/9/20
1,0.0,1015.88,0.98,22.35,58.5,2016/9/21
1,0.0,1013.7,0.58,21.53,71.25,2016/9/22
1,0.0,1010.58,0.6,23.18,73.5,2016/9/23
1,0.0,1007.75,0.5,25.2,69.5,2016/9/24
1,0.0,1006.8,1.03,25.9,73.25,2016/9/25
1,0.0,1006.43,1.63,26.95,76.25,2016/9/26
1,0.0,1008.4,3.28,24.6,79.5,2016/9/27
1,0.0,1010.55,6.15,22.03,75.25,2016/9/28
1,1.2,1011.53,5.2,17.2,81.0,2016/9/29
1,4.4,1010.8,1.68,18.1,84.0,2016/9/30
1,2.6,1012.0,0.68,19.05,87.75,2016/10/1
1,4.9,1011.03,0.45,19.88,92.25,2016/10/2
1,0.0,1009.6,0.5,20.45,90.0,2016/10/3
1,0.0,1008.85,0.5,22.35,84.75,2016/10/4
1,0.0,1011.05,1.53,21.75,84.25,2016/10/5
1,0.0,1012.98,1.83,23.35,77.5,2016/10/6
1,0.0,1011.93,3.03,24.25,72.25,2016/10/7
1,0.0,1015.03,3.43,21.8,66.0,2016/10/8
1,0.0,1016.33,3.15,19.8,53.25,2016/10/9
1,0.0,1015.93,1.78,18.45,64.0,2016/10/10
1,0.5,1016.7,1.55,17.33,78.75,2016/10/11
1,3.2,1019.2,1.9,16.35,93.25,2016/10/12
1,0.4,1018.88,1.15,16.4,90.5,2016/10/13
1,2.3,1017.9,0.58,16.88,89.25,2016/10/14
1,0.0,1015.85,0.13,19.45,85.5,2016/10/15
1,0.0,1017.0,1.7,19.13,83.5,2016/10/16
1,0.0,1015.63,0.55,18.95,83.75,2016/10/17
1,0.0,1014.43,1.83,21.03,77.75,2016/10/18
1,0.0,1012.68,1.2,20.53,85.25,2016/10/19
1,20.2,1009.2,1.6,21.05,95.25,2016/10/20
1,0.0,1007.4,2.78,21.9,86.25,2016/10/21
1,12.6,1008.08,3.15,18.85,88.75,2016/10/22
1,0.0,1013.13,4.15,15.28,83.5,2016/10/23
1,1.6,1012.83,1.68,12.95,94.75,2016/10/24
1,16.2,1013.2,0.88,13.88,88.0,2016/10/25
1,22.9,1014.4,1.38,13.9,96.5,2016/10/26
1,0.9,1014.93,1.03,14.83,95.25,2016/10/27
1,4.0,1021.53,4.23,13.65,89.25,2016/10/28
1,24.4,1028.58,2.23,9.9,94.5,2016/10/29
1,0.8,1024.75,0.8,11.55,89.5,2016/10/30
1,0.0,1026.33,2.5,11.7,90.5,2016/10/31
1,0.0,1028.6801,2.48,10.85,86.75,2016/11/1
1,0.0,1027.1801,0.83,11.55,83.25,2016/11/2
1,0.0,1022.65,0.6,11.4,87.25,2016/11/3
1,0.0,1013.55,1.18,12.55,85.75,2016/11/4
1,0.0,1009.38,0.58,15.23,84.75,2016/11/5
1,0.0,1013.78,1.65,17.13,82.0,2016/11/6
1,17.9,1019.35,3.73,13.05,94.5,2016/11/7
1,6.6,1028.28,4.23,10.65,75.0,2016/11/8
1,0.0,1028.03,1.95,8.35,84.5,2016/11/9
1,0.0,1023.5,1.75,8.28,87.75,2016/11/10
1,0.1,1016.48,1.1,10.75,86.5,2016/11/11
1,0.0,1014.68,0.55,13.8,86.75,2016/11/12
1,0.0,1014.4,0.65,15.95,87.5,2016/11/13
1,0.0,1014.7,0.73,17.53,87.0,2016/11/14
1,1.2,1018.03,0.93,15.85,90.75,2016/11/15
1,3.9,1015.5,1.4,15.23,95.0,2016/11/16
1,9.2,1015.38,1.55,14.53,96.25,2016/11/17
1,8.1,1011.85,0.38,14.45,97.25,2016/11/18
1,0.0,1012.78,0.85,15.65,94.0,2016/11/19
1,0.0,1014.88,1.3,15.48,86.25,2016/11/20
1,0.0,1013.63,1.53,15.78,90.25,2016/11/21
1,6.3,1026.13,6.9,3.75,87.5,2016/11/22
1,3.8,1032.8,999999.0,-0.55,88.25,2016/11/23
1,0.0,1028.85,0.75,1.03,82.5,2016/11/24
1,0.0,1024.1,0.93,5.0,69.5,2016/11/25
1,0.0,1024.23,1.63,7.3,70.75,2016/11/26
1,0.0,1022.88,0.45,6.23,81.75,2016/11/27
1,0.0,1026.45,1.25,7.88,76.75,2016/11/28
1,0.0,1027.38,1.18,7.7,84.0,2016/11/29
1,0.0,1028.23,1.4,7.9,80.25,2016/11/30
1,0.0,1028.03,0.5,5.83,87.5,2016/12/1
1,0.0,1026.83,0.4,7.65,82.25,2016/12/2
1,0.0,1022.28,1.2,11.83,73.75,2016/12/3
1,0.3,1018.85,1.2,10.88,82.75,2016/12/4
1,0.0,1021.78,2.6,10.48,72.25,2016/12/5
1,0.0,1027.23,0.58,6.18,72.0,2016/12/6
1,0.0,1021.45,0.7,6.83,79.25,2016/12/7
1,0.0,1016.68,0.93,7.7,81.5,2016/12/8
1,0.0,1016.25,1.3,9.63,77.25,2016/12/9
1,0.0,1020.83,2.33,8.05,76.25,2016/12/10
1,0.0,1018.23,0.85,8.13,85.25,2016/12/11
1,1.2,1016.33,1.6,9.3,88.5,2016/12/12
1,5.3,1020.98,2.73,8.53,87.25,2016/12/13
1,0.0,1028.63,2.75,5.6,80.0,2016/12/14
1,0.0,1030.6801,0.88,3.38,82.5,2016/12/15
1,0.0,1029.9,0.38,3.83,81.25,2016/12/16
1,0.0,1022.7,0.93,5.2,72.75,2016/12/17
1,0.0,1020.03,0.6,9.9,74.0,2016/12/18
1,4.8,1018.83,1.13,10.55,79.5,2016/12/19
1,6.2,1019.13,1.18,9.73,96.0,2016/12/20
1,24.0,1020.68,2.83,8.2,91.75,2016/12/21
1,0.0,1023.58,1.5,6.0,84.25,2016/12/22
1,0.0,1023.33,0.95,5.88,83.5,2016/12/23
1,0.4,1021.0,2.4,8.03,81.25,2016/12/24
1,12.9,1020.73,2.33,5.33,95.75,2016/12/25
1,3.3,1026.03,2.48,5.4,87.5,2016/12/26
1,0.0,1031.63,0.88,2.7,83.75,2016/12/27
1,0.0,1028.3,0.88,2.0,83.25,2016/12/28
1,0.0,1031.63,2.2,2.7,86.25,2016/12/29
1,0.0,1027.73,1.08,2.83,83.25,2016/12/30
1,0.0,1025.38,0.9,4.78,82.25,2016/12/31
1,0.0,1020.48,0.85,9.53,75.75,2017/1/1
1,0.0,1022.08,1.13,9.18,78.5,2017/1/2
1,0.0,1021.35,0.6,9.83,80.75,2017/1/3
1,2.4,1017.45,1.35,10.9,93.0,2017/1/4
1,23.6,1017.4,2.35,8.75,97.75,2017/1/5
1,9.5,1018.23,2.15,7.73,97.75,2017/1/6
1,3.3,1017.95,2.48,6.6,89.0,2017/1/7
1,0.0,1020.23,1.18,5.93,87.75,2017/1/8
1,0.0,1020.93,1.38,5.1,85.75,2017/1/9
1,1.2,1023.15,3.13,6.5,74.5,2017/1/10
1,0.0,1025.48,1.43,5.33,82.0,2017/1/11
1,5.7,1022.63,1.7,5.88,88.5,2017/1/12
1,0.0,1020.78,0.68,3.33,91.75,2017/1/13
1,0.0,1023.0,1.83,5.8,71.5,2017/1/14
1,0.0,1026.0,1.7,4.88,63.75,2017/1/15
1,0.0,1024.48,1.85,3.8,77.0,2017/1/16
1,0.0,1024.6801,0.78,6.58,71.25,2017/1/17
1,0.0,1025.45,0.93,5.95,80.25,2017/1/18
1,0.0,1026.9,3.08,7.13,70.75,2017/1/19
1,0.0,1031.13,1.28,2.45,60.75,2017/1/20
1,0.0,1029.03,0.95,2.63,63.25,2017/1/21
1,0.0,1029.65,0.63,2.83,77.0,2017/1/22
1,0.0,1027.7,0.6,4.5,75.0,2017/1/23
1,0.0,1027.23,1.8,6.9,60.75,2017/1/24
1,0.0,1028.95,1.15,7.88,70.75,2017/1/25
1,0.0,1024.55,1.53,6.6,82.5,2017/1/26
1,0.0,1023.7,1.0,9.68,74.0,2017/1/27
1,0.0,1013.98,1.9,11.2,67.25,2017/1/28
1,0.0,1019.2,2.9,7.2,78.75,2017/1/29
1,0.0,1028.88,4.25,4.85,65.0,2017/1/30
1,2.5,1025.98,3.05,2.98,72.25,2017/1/31
1,1.1,1030.33,2.38,2.18,85.75,2017/2/1
1,3.5,1028.53,1.38,2.55,94.5,2017/2/2
1,3.6,1022.4,0.68,3.83,95.75,2017/2/3
1,0.0,1017.83,1.1,6.3,87.0,2017/2/4
1,0.0,1017.88,0.8,6.9,86.25,2017/2/5
1,0.0,1018.6,1.55,8.05,86.5,2017/2/6
1,3.0,1020.18,3.2,5.58,79.5,2017/2/7
1,5.8,1026.13,3.23,2.4,83.75,2017/2/8
1,0.0,1027.9301,0.33,2.33,84.25,2017/2/9
1,0.0,1028.2,0.7,2.7,74.25,2017/2/10
1,0.0,1029.15,0.9,3.85,70.5,2017/2/11
1,0.0,1026.6,1.18,4.33,76.25,2017/2/12
1,0.0,1026.7,0.68,6.3,73.75,2017/2/13
1,0.0,1027.35,0.78,8.83,70.0,2017/2/14
1,0.0,1022.1,1.08,11.05,72.0,2017/2/15
1,0.0,1012.78,1.73,16.0,65.25,2017/2/16
1,0.0,1020.85,3.7,11.03,72.25,2017/2/17
1,0.0,1023.25,0.98,9.5,72.5,2017/2/18
1,0.0,1010.1,1.78,13.63,79.5,2017/2/19
1,0.0,1012.6,4.6,12.93,72.25,2017/2/20
1,29.7999,1018.38,4.08,4.3,79.5,2017/2/21
1,19.6,1022.7,2.48,2.5,85.75,2017/2/22
1,0.0,1026.4,0.95,6.28,72.0,2017/2/23
1,0.0,1025.8,0.8,7.2,76.75,2017/2/24
1,0.0,1022.6,0.93,8.7,74.5,2017/2/25
1,0.0,1022.68,0.43,9.58,75.75,2017/2/26
1,0.0,1022.9,0.58,10.8,72.75,2017/2/27
1,0.0,1018.53,1.1,11.05,75.5,2017/2/28
1,0.0,1021.1,3.85,12.18,58.5,2017/3/1
1,0.0,1022.95,1.18,6.8,61.25,2017/3/2
1,0.0,1013.78,1.83,12.4,49.25,2017/3/3
1,5.8,1011.85,0.98,10.53,85.0,2017/3/4
1,0.0,1014.15,1.95,11.6,84.25,2017/3/5
1,0.0,1018.48,1.3,9.83,78.75,2017/3/6
1,0.0,1018.2,1.83,10.48,66.75,2017/3/7
1,0.0,1018.8,0.85,9.33,72.75,2017/3/8
1,0.0,1014.0,1.48,12.58,66.25,2017/3/9
1,0.5,1012.83,1.83,13.48,76.5,2017/3/10
1,0.0,1014.23,0.73,14.38,82.5,2017/3/11
1,5.2,1013.18,2.6,13.08,88.25,2017/3/12
1,24.2,1017.08,4.85,7.78,92.0,2017/3/13
1,0.0,1023.5,2.28,9.18,60.5,2017/3/14
1,0.6,1019.5,1.13,9.3,72.25,2017/3/15
1,0.0,1018.48,1.8,10.0,75.5,2017/3/16
1,5.0,1018.1,0.5,8.33,94.75,2017/3/17
1,0.0,1019.25,1.45,11.53,85.75,2017/3/18
1,11.2,1017.48,0.55,11.3,94.75,2017/3/19
1,6.0,1017.85,3.1,10.83,81.0,2017/3/20
1,7.3,1020.0,1.2,8.58,89.5,2017/3/21
1,11.9,1014.2,1.45,10.15,94.25,2017/3/22
1,0.2,1016.53,2.45,10.78,86.5,2017/3/23
1,7.4,1020.28,2.48,9.15,93.25,2017/3/24
1,0.0,1021.8,1.08,11.43,75.5,2017/3/25
1,0.0,1022.28,1.15,13.1,76.75,2017/3/26
1,0.0,1018.7,2.18,15.08,69.75,2017/3/27
1,0.0,1013.38,2.55,19.4,58.75,2017/3/28
1,0.0,1016.83,1.65,16.53,74.25,2017/3/29
1,29.5,1014.43,3.93,14.38,88.75,2017/3/30
1,0.0,1021.65,2.73,12.5,77.75,2017/3/31
1,0.0,1020.9,1.18,13.85,81.5,2017/4/1
1,0.0,1018.05,1.45,15.4,75.75,2017/4/2
1,0.0,1014.83,2.33,18.5,56.0,2017/4/3
1,0.8,1009.8,1.68,18.38,70.25,2017/4/4
1,10.9,1008.9,1.1,16.83,95.5,2017/4/5
1,36.7,1007.58,2.05,16.45,95.5,2017/4/6
1,0.0,1008.48,1.13,19.23,88.25,2017/4/7
1,19.9,1005.4,2.53,21.4,85.75,2017/4/8
1,55.1,1007.6,3.2,14.43,94.0,2017/4/9
1,24.6,1010.3,3.28,8.73,95.25,2017/4/10
1,0.0,1013.73,1.5,12.28,84.25,2017/4/11
1,0.0,1016.7,0.6,14.45,86.5,2017/4/12
1,0.0,1014.88,1.75,16.25,82.25,2017/4/13
1,0.0,1007.83,2.08,20.23,69.5,2017/4/14
1,0.0,1006.95,0.88,22.45,77.5,2017/4/15
1,39.1,1007.2,2.38,20.8,91.5,2017/4/16
1,6.7,1008.45,2.2,18.6,82.5,2017/4/17
1,0.0,1004.78,1.95,21.6,72.0,2017/4/18
1,4.1,1003.43,2.25,20.35,84.25,2017/4/19
1,2.4,1010.4,2.83,16.8,77.0,2017/4/20
1,0.0,1013.65,1.55,15.68,78.75,2017/4/21
1,0.0,1014.75,1.05,16.3,73.5,2017/4/22
1,0.0,1011.15,1.2,17.58,71.75,2017/4/23
1,0.0,1009.15,1.0,19.93,70.25,2017/4/24
1,21.8999,1009.45,1.98,17.9,93.5,2017/4/25
1,0.2,1015.68,4.03,17.0,80.25,2017/4/26
1,0.0,1017.43,2.13,17.8,59.5,2017/4/27
1,0.0,1013.43,1.4,18.03,65.25,2017/4/28
1,0.0,1009.6,1.33,19.68,65.0,2017/4/29
1,0.0,1006.45,1.4,21.78,67.25,2017/4/30
1,9.5,1008.05,1.28,21.2,83.25,2017/5/1
1,0.0,1009.6,0.93,21.3,77.25,2017/5/2
1,38.9,1006.58,3.03,19.88,86.25,2017/5/3
1,3.1,1012.48,2.58,19.55,81.0,2017/5/4
1,0.0,1014.55,2.4,21.1,71.75,2017/5/5
1,0.1,1016.75,1.28,19.65,64.0,2017/5/6
1,8.0,1013.93,0.9,17.73,92.0,2017/5/7
1,5.3,1008.23,1.75,18.4,87.25,2017/5/8
1,0.0,1009.6,1.43,21.25,80.25,2017/5/9
1,0.0,1009.8,1.23,22.83,77.5,2017/5/10
1,8.8,1008.58,2.5,21.55,87.25,2017/5/11
1,0.0,1008.1,1.05,22.53,77.5,2017/5/12
1,0.0,1005.73,1.5,24.1,79.25,2017/5/13
1,0.0,1007.23,1.7,25.78,73.0,2017/5/14
1,0.9,1009.58,1.6,22.15,83.5,2017/5/15
1,0.0,1009.9,1.15,19.58,77.25,2017/5/16
1,0.0,1007.75,1.45,21.85,74.25,2017/5/17
1,0.0,1008.35,1.0,24.15,69.0,2017/5/18
1,0.3,1007.8,1.33,24.23,75.75,2017/5/19
1,0.0,1005.93,0.58,24.63,78.5,2017/5/20
1,0.0,1004.43,1.93,26.78,75.5,2017/5/21
1,6.7,1004.33,0.9,24.63,92.75,2017/5/22
1,3.8,1007.18,3.68,20.38,90.75,2017/5/23
1,0.0,1010.93,2.23,21.68,64.0,2017/5/24
1,0.0,1010.03,0.53,21.48,67.75,2017/5/25
1,0.0,1009.28,0.9,24.13,68.0,2017/5/26
1,0.0,1007.78,1.15,24.88,69.0,2017/5/27
1,0.0,1006.8,0.95,25.88,64.5,2017/5/28
1,0.0,1005.48,1.05,26.48,61.5,2017/5/29
1,0.0,1003.33,0.63,26.6,76.25,2017/5/30
1,0.0,999.9,1.2,27.43,77.25,2017/5/31
1,0.2,998.5,2.4,25.88,78.5,2017/6/1
1,3.1,999.28,0.73,26.73,83.75,2017/6/2
1,0.0,1000.33,2.65,28.58,70.5,2017/6/3
1,0.0,1001.73,2.83,25.23,73.25,2017/6/4
1,19.0,1000.93,3.35,20.78,95.75,2017/6/5
1,0.0,1008.05,1.38,20.68,78.5,2017/6/6
1,0.0,1008.53,0.88,23.85,81.0,2017/6/7
1,0.0,1006.45,1.43,26.38,74.5,2017/6/8
1,27.7,1003.85,2.08,24.38,96.75,2017/6/9
1,4.7,1001.55,2.48,24.8,92.0,2017/6/10
1,0.0,1004.75,1.58,24.13,90.25,2017/6/11
1,14.2,1005.25,0.4,24.05,97.75,2017/6/12
1,12.4,1006.58,1.75,23.35,94.25,2017/6/13
1,0.1,1008.75,0.93,23.08,87.75,2017/6/14
1,3.9,1007.98,0.45,22.08,97.0,2017/6/15
1,0.2,1005.6,0.8,22.9,84.5,2017/6/16
1,0.0,1003.45,0.73,24.93,81.75,2017/6/17
1,0.0,1002.55,0.68,26.33,76.75,2017/6/18
1,0.0,1001.2,1.2,26.2,82.25,2017/6/19
1,0.0,999.58,0.73,27.55,78.75,2017/6/20
1,0.1,999.73,1.25,26.28,89.25,2017/6/21
1,0.0,1001.6,1.13,26.73,79.5,2017/6/22
1,1.1,1000.8,1.65,26.45,89.5,2017/6/23
1,0.0,999.58,0.25,26.18,89.0,2017/6/24
1,50.9,1001.28,0.58,26.65,89.0,2017/6/25
1,0.1,1004.6,0.78,25.8,88.25,2017/6/26
1,0.0,1005.65,2.08,26.0,81.5,2017/6/27
1,0.0,1005.73,1.5,26.83,78.75,2017/6/28
1,0.0,1004.68,0.7,26.75,83.0,2017/6/29
1,10.9,1001.75,2.28,24.63,95.0,2017/6/30
1,15.1,999.8,1.58,24.3,97.0,2017/7/1
1,0.0,999.7,1.3,27.13,82.0,2017/7/2
1,0.0,1001.38,1.1,28.65,81.5,2017/7/3
1,0.0,1002.33,1.73,29.35,81.25,2017/7/4
1,0.0,1003.55,1.73,30.03,81.0,2017/7/5
1,0.0,1002.03,2.45,30.93,73.25,2017/7/6
1,0.0,1001.08,2.58,30.45,75.25,2017/7/7
1,0.0,1001.48,1.6,29.68,81.5,2017/7/8
1,31.1,999.43,1.78,27.13,90.5,2017/7/9
1,2.4,1000.4,1.8,27.4,87.8,2017/7/10
1,0.0,1004.0,2.3,28.7,80.0,2017/7/11
1,0.0,1004.33,3.45,30.23,73.75,2017/7/12
1,0.0,1002.23,4.18,31.05,70.25,2017/7/13
1,0.0,1001.3,2.43,31.2,71.5,2017/7/14
1,0.0,1002.05,2.55,31.55,68.5,2017/7/15
1,0.0,1004.38,1.48,31.95,68.25,2017/7/16
